isPrem,dmgratio,hitratio,kd,nation,winrate,spots,moe,xp,image,battles,mastery,id,wn8,tier,bigImage,kpg,class,awards,armoreff,name,dpg,survival,dpgRanking
False,3.65,71,2.49,france,61.14,1.39,3,689,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F33_S_35CA.png,211,4,10049,2569,5,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F33_S_35CA.png,1.59,TD,"{'battleHeroes': {'highCaliber': 17, 'topGun': 2, 'confederate': 1, 'tankSniper': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 102, 'duelist': 3, 'fighter': 12, 'spotter': 1, 'reaper': 5, 'masterGunner': 14, 'sharpShooter': 26}, 'epic': {}}",0.2,S35 CA,879,36.02,
False,2.24,77,3.86,poland,67.55,1.89,3,1311,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/poland-Pl22_CS_59.png,151,4,8081,5359,9,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/poland-Pl22_CS_59.png,2.12,MT,"{'battleHeroes': {'highCaliber': 28, 'topGun': 7, 'confederate': 20, 'tankSniper': 4, 'defender': 2, 'patrolDuty': 2}, 'main': {'fireForEffect': 132, 'duelist': 31, 'fighter': 18, 'spotter': 5, 'reaper': 4, 'masterGunner': 18, 'sharpShooter': 43}, 'epic': {'lehvaslaiho': 4, 'oskin': 1, 'pascucci': 1, 'radley': 1}}",0.23,CS-59,3361,45.03,
False,2,80,2.94,usa,63.52,1.2,3,995,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A85_T110E3.png,625,4,13857,3283,10,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A85_T110E3.png,1.63,TD,"{'battleHeroes': {'highCaliber': 58, 'topGun': 8, 'confederate': 6, 'tankSniper': 5, 'steelWall': 74, 'patrolDuty': 2}, 'main': {'fireForEffect': 233, 'duelist': 41, 'fighter': 28, 'shellproof': 70, 'spotter': 4, 'reaper': 5, 'masterGunner': 26, 'sharpShooter': 43}, 'epic': {'kolobanov': 1, 'pascucci': 1}}",1.75,T110E3,3246,44.48,
False,1.88,76,2.7,china,74.65,1.66,3,1335,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch49_BZ_68.png,142,4,9265,4096,9,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch49_BZ_68.png,1.56,HT,"{'battleHeroes': {'highCaliber': 22, 'topGun': 1, 'confederate': 13, 'steelWall': 5}, 'main': {'fireForEffect': 108, 'duelist': 22, 'fighter': 17, 'shellproof': 7, 'kamikaze': 3, 'spotter': 5, 'reaper': 6, 'masterGunner': 14, 'sharpShooter': 37}, 'epic': {}}",0.73,BZ-68,3252,42.25,
False,1.04,62,1.2,usa,59.51,3.61,0,593,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A22_M5_Stuart.png,489,4,5153,1602,4,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A22_M5_Stuart.png,0.86,LT,"{'battleHeroes': {'highCaliber': 4, 'topGun': 6, 'confederate': 2, 'defender': 3, 'scout': 24, 'patrolDuty': 13}, 'main': {'fireForEffect': 138, 'duelist': 7, 'fighter': 16, 'shellproof': 1, 'kamikaze': 9, 'spotter': 3, 'reaper': 3, 'masterGunner': 60, 'sharpShooter': 187}, 'epic': {'kolobanov': 1, 'naydin': 1, 'orlik': 1, 'pascucci': 4}}",0.06,M5 Stuart,290,28.02,
False,1.99,59,1.85,china,60,1.45,0,363,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch06_Renault_NC31.png,20,4,1329,1064,1,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch06_Renault_NC31.png,1.2,LT,"{'battleHeroes': {'confederate': 2, 'patrolDuty': 1}, 'main': {'masterGunner': 15, 'sharpShooter': 15}, 'epic': {}}",0.52,NC-31,169,35,
True,2.46,85,4.32,italy,71.62,1.73,3,1412,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It13_Progetto_M35_mod_46_LE.png,148,4,52129,4469,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/italy-It13_Progetto_M35_mod_46_LE.png,2.1,MT,"{'battleHeroes': {'highCaliber': 30, 'topGun': 6, 'confederate': 21, 'tankSniper': 18, 'defender': 1, 'invader': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 131, 'duelist': 27, 'fighter': 25, 'kamikaze': 2, 'spotter': 5, 'reaper': 4, 'masterGunner': 32, 'sharpShooter': 41}, 'epic': {'lehvaslaiho': 7, 'nicol': 2, 'oskin': 4, 'pascucci': 1, 'radley': 1}}",0.07,Mars,2816,51.35,
False,12.25,37,4.19,usa,67.74,0.03,0,755,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A87_M44.png,62,4,16417,3292,6,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A87_M44.png,1.76,SPG,"{'battleHeroes': {'topGun': 1, 'confederate': 2, 'defender': 1}, 'main': {'kamikaze': 1, 'reaper': 5, 'masterGunner': 8, 'sharpShooter': 12}, 'epic': {}}",0,M44,1426,58.06,
False,3.59,59,4,czech,67.57,2,0,438,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/czech-Cz06_Kolohousenka.png,37,4,113,1774,1,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/czech-Cz06_Kolohousenka.png,1.84,LT,"{'battleHeroes': {'confederate': 1, 'scout': 1}, 'main': {'fireForEffect': 31, 'fighter': 6, 'reaper': 4, 'masterGunner': 9, 'sharpShooter': 12}, 'epic': {}}",0.03,K-housenka,244,54.05,
True,2.06,78,3.01,sweden,58.87,1.92,3,1261,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/sweden-S31_Strv_K.png,124,4,54145,5010,9,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/sweden-S31_Strv_K.png,1.75,HT,"{'battleHeroes': {'highCaliber': 17, 'topGun': 5, 'confederate': 12, 'tankSniper': 4, 'steelWall': 1, 'defender': 2}, 'main': {'fireForEffect': 109, 'duelist': 16, 'fighter': 11, 'shellproof': 7, 'spotter': 2, 'reaper': 3, 'masterGunner': 22, 'sharpShooter': 32}, 'epic': {'pascucci': 1, 'radley': 2}}",0.58,Strv K,3287,41.94,
True,2.13,75,3.43,china,65.34,2.45,3,1288,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch14_T34_3.png,176,4,64049,4333,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch14_T34_3.png,1.95,MT,"{'battleHeroes': {'highCaliber': 26, 'topGun': 10, 'confederate': 6, 'tankSniper': 3, 'steelWall': 8, 'defender': 1, 'patrolDuty': 3}, 'main': {'fireForEffect': 136, 'duelist': 36, 'fighter': 23, 'shellproof': 8, 'spotter': 4, 'reaper': 6, 'masterGunner': 11, 'sharpShooter': 24}, 'epic': {'lehvaslaiho': 1, 'nicol': 1, 'pascucci': 2, 'radley': 1}}",0.51,T-34-3,2281,43.18,
True,2.05,77,4.5,ussr,71.65,1.86,3,952,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R32_Matilda_II_LL.png,194,4,51457,3750,5,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R32_Matilda_II_LL.png,2.13,MT,"{'battleHeroes': {'highCaliber': 23, 'topGun': 9, 'confederate': 6, 'steelWall': 9, 'invader': 1, 'patrolDuty': 2}, 'main': {'fireForEffect': 85, 'duelist': 21, 'fighter': 19, 'shellproof': 4, 'spotter': 2, 'reaper': 3, 'masterGunner': 17, 'sharpShooter': 37}, 'epic': {'pascucci': 1, 'radley': 3}}",0.62,Matilda IV,901,52.58,
False,2.04,80,3.18,germany,64.14,2.06,3,1116,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G73_E50_Ausf_M.png,435,4,12305,4496,10,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G73_E50_Ausf_M.png,1.87,MT,"{'battleHeroes': {'highCaliber': 72, 'topGun': 9, 'confederate': 68, 'tankSniper': 5, 'steelWall': 7, 'defender': 2, 'patrolDuty': 3}, 'main': {'fireForEffect': 361, 'duelist': 82, 'fighter': 67, 'shellproof': 13, 'spotter': 5, 'reaper': 5, 'masterGunner': 19, 'sharpShooter': 48}, 'epic': {'pascucci': 1, 'radley': 1}}",0.49,E 50 M,3534,41.15,
False,1.94,76,3.57,czech,69.1,1.44,3,1130,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/czech-Cz07_TVP_46.png,233,4,1905,4653,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/czech-Cz07_TVP_46.png,1.82,MT,"{'battleHeroes': {'highCaliber': 15, 'topGun': 7, 'confederate': 26, 'tankSniper': 3, 'defender': 2, 'invader': 1, 'scout': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 173, 'duelist': 27, 'fighter': 31, 'kamikaze': 1, 'spotter': 3, 'reaper': 4, 'masterGunner': 17, 'sharpShooter': 36}, 'epic': {'lehvaslaiho': 1, 'oskin': 2, 'pascucci': 1, 'pool': 1}}",0.05,TVP VTU,2114,48.93,
False,2.96,68,4.38,france,82.54,2.67,3,997,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F11_Renault_G1R.png,63,4,4417,4131,5,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F11_Renault_G1R.png,1.81,MT,"{'battleHeroes': {'highCaliber': 10, 'topGun': 3, 'tankSniper': 1, 'defender': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 48, 'duelist': 4, 'fighter': 8, 'shellproof': 1, 'spotter': 2, 'reaper': 4, 'masterGunner': 14, 'sharpShooter': 14}, 'epic': {'lehvaslaiho': 1}}",0.22,G1 R,912,58.73,
True,1.69,79,2.61,ussr,71.28,1.55,3,1117,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R113_Object_730.png,390,4,58881,3665,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R113_Object_730.png,1.47,HT,"{'battleHeroes': {'highCaliber': 32, 'topGun': 6, 'confederate': 18, 'tankSniper': 2, 'steelWall': 21, 'defender': 1, 'invader': 3, 'scout': 1, 'patrolDuty': 2}, 'main': {'fireForEffect': 268, 'duelist': 39, 'fighter': 37, 'shellproof': 27, 'kamikaze': 2, 'spotter': 3, 'reaper': 4, 'masterGunner': 18, 'sharpShooter': 34}, 'epic': {}}",0.74,IS-5,2077,43.85,
False,2.25,83,4.1,italy,69.82,1.15,3,1193,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It23_CC_3.png,222,4,5281,4032,10,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/italy-It23_CC_3.png,1.85,TD,"{'battleHeroes': {'highCaliber': 42, 'topGun': 2, 'confederate': 20, 'tankSniper': 1, 'steelWall': 29}, 'main': {'fireForEffect': 179, 'duelist': 37, 'fighter': 26, 'shellproof': 36, 'spotter': 5, 'reaper': 4, 'masterGunner': 34, 'sharpShooter': 34}, 'epic': {'pascucci': 1}}",1.21,Minotauro,3909,54.95,
False,2.21,78,2.06,france,59.64,1.1,3,912,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F36_AMX_AC_Mle1948.png,384,4,12097,2878,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F36_AMX_AC_Mle1948.png,1.41,TD,"{'battleHeroes': {'highCaliber': 14, 'topGun': 11, 'confederate': 5, 'tankSniper': 7, 'steelWall': 11, 'defender': 2, 'patrolDuty': 1}, 'main': {'fireForEffect': 111, 'duelist': 10, 'fighter': 10, 'shellproof': 8, 'kamikaze': 1, 'spotter': 4, 'reaper': 4, 'masterGunner': 17, 'sharpShooter': 35}, 'epic': {'pool': 1}}",0.8,AMX AC 48,1833,31.51,
False,8.72,37,2.36,uk,61.6,0.04,1,757,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB30_FV3805.png,237,4,11601,2695,9,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB30_FV3805.png,1.11,SPG,"{'battleHeroes': {'highCaliber': 6, 'topGun': 1, 'confederate': 5}, 'main': {'fighter': 9, 'shellproof': 1, 'reaper': 4, 'masterGunner': 7}, 'epic': {'gore': 3, 'stark': 2}}",0.08,FV3805,2031,52.74,
False,2.47,81,3.6,sweden,70.78,1.8,3,1331,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/sweden-S17_EMIL_1952_E2.png,219,4,2177,4914,9,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/sweden-S17_EMIL_1952_E2.png,2,HT,"{'battleHeroes': {'highCaliber': 55, 'topGun': 10, 'confederate': 9, 'tankSniper': 5, 'steelWall': 10, 'defender': 2, 'scout': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 190, 'duelist': 36, 'fighter': 33, 'shellproof': 20, 'kamikaze': 1, 'spotter': 4, 'reaper': 3, 'masterGunner': 24, 'sharpShooter': 35}, 'epic': {'pascucci': 1, 'radley': 2}}",0.91,Emil II,3421,44.29,
False,2.48,80,3.75,czech,71.67,2.57,3,1123,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/czech-Cz08_T_25.png,120,4,1393,4581,6,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/czech-Cz08_T_25.png,2.03,MT,"{'battleHeroes': {'highCaliber': 24, 'topGun': 5, 'confederate': 10, 'scout': 1, 'patrolDuty': 2}, 'main': {'fireForEffect': 100, 'duelist': 17, 'fighter': 18, 'kamikaze': 6, 'spotter': 3, 'masterGunner': 22, 'sharpShooter': 44}, 'epic': {'lehvaslaiho': 2, 'naydin': 1, 'oskin': 1, 'pascucci': 2}}",0.07,Škoda T 25,1431,45.83,
True,1.92,75,2,poland,62.41,1.65,3,1236,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/poland-Pl08_50TP_prototyp.png,133,4,913,3615,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/poland-Pl08_50TP_prototyp.png,1.31,HT,"{'battleHeroes': {'highCaliber': 20, 'topGun': 2, 'confederate': 13, 'tankSniper': 1, 'steelWall': 4, 'patrolDuty': 1}, 'main': {'fireForEffect': 100, 'duelist': 14, 'fighter': 9, 'shellproof': 8, 'kamikaze': 2, 'spotter': 4, 'reaper': 3, 'masterGunner': 14, 'sharpShooter': 24}, 'epic': {'pascucci': 2}}",0.85,50TP pr.,2484,34.59,
False,2.68,77,2.98,sweden,62.3,1.28,3,1160,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/sweden-S10_Strv_103_0_Series.png,191,4,4481,3824,9,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/sweden-S10_Strv_103_0_Series.png,1.62,TD,"{'battleHeroes': {'highCaliber': 36, 'topGun': 2, 'confederate': 15, 'tankSniper': 17, 'steelWall': 2, 'defender': 1, 'invader': 1, 'patrolDuty': 3}, 'main': {'fireForEffect': 166, 'duelist': 14, 'fighter': 19, 'shellproof': 12, 'kamikaze': 2, 'spotter': 7, 'reaper': 4, 'masterGunner': 22, 'sharpShooter': 34}, 'epic': {}}",0.58,Strv 103-0,2989,45.55,
True,2.15,80,3.75,germany,70.54,1.73,3,1215,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G92_VK7201.png,241,4,58641,4504,10,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G92_VK7201.png,1.9,HT,"{'battleHeroes': {'highCaliber': 80, 'topGun': 6, 'confederate': 12, 'tankSniper': 2, 'steelWall': 56, 'patrolDuty': 3}, 'main': {'fireForEffect': 195, 'duelist': 59, 'fighter': 27, 'shellproof': 61, 'spotter': 5, 'reaper': 5, 'masterGunner': 19, 'sharpShooter': 31}, 'epic': {'pascucci': 1}}",1.68,VK 72.01 K,4211,49.38,
False,2.2,77,2.3,usa,62.5,3.39,3,1101,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A94_T37.png,88,4,16673,5719,6,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A94_T37.png,1.57,LT,"{'battleHeroes': {'highCaliber': 5, 'topGun': 4, 'confederate': 2, 'tankSniper': 2, 'defender': 1, 'scout': 4, 'patrolDuty': 2}, 'main': {'fireForEffect': 64, 'duelist': 5, 'fighter': 7, 'kamikaze': 3, 'spotter': 3, 'reaper': 3, 'masterGunner': 18, 'sharpShooter': 36}, 'epic': {'orlik': 1, 'pascucci': 1}}",0.02,T37,1205,31.82,
True,2.33,80,3.02,italy,62.14,1.48,3,1103,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It21_Lion.png,140,4,50593,4059,10,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/italy-It21_Lion.png,1.77,MT,"{'battleHeroes': {'highCaliber': 17, 'topGun': 4, 'confederate': 12, 'tankSniper': 10}, 'main': {'fireForEffect': 121, 'duelist': 19, 'fighter': 13, 'spotter': 4, 'reaper': 3, 'masterGunner': 17, 'sharpShooter': 34}, 'epic': {}}",0.2,Lion,3649,41.43,
True,1.79,79,2,usa,50,1.5,0,739,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A161_ARMT.png,4,2,35617,2192,5,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A161_ARMT.png,1.5,MT,"{'battleHeroes': {}, 'main': {'fireForEffect': 3, 'kamikaze': 1, 'masterGunner': 9, 'sharpShooter': 11}, 'epic': {'oskin': 1}}",0.14,ARMT,856,25,
True,1.34,76,2.02,germany,62.04,2.27,3,781,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G46_T-25.png,519,4,54545,2810,5,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G46_T-25.png,1.5,MT,"{'battleHeroes': {'highCaliber': 24, 'topGun': 19, 'confederate': 12, 'steelWall': 3, 'defender': 4, 'scout': 3, 'patrolDuty': 1}, 'main': {'fireForEffect': 59, 'duelist': 10, 'fighter': 11, 'shellproof': 1, 'kamikaze': 7, 'spotter': 2, 'reaper': 3, 'masterGunner': 21, 'sharpShooter': 31}, 'epic': {'lehvaslaiho': 4, 'oskin': 2, 'radley': 2}}",0.17,Pz. T 25,731,25.43,
False,5.4,40,1.94,usa,63.08,0.28,0,403,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A108_T18_HMC.png,65,4,18465,2180,3,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A108_T18_HMC.png,1.08,SPG,"{'battleHeroes': {'topGun': 1}, 'main': {'duelist': 3, 'fighter': 1, 'shellproof': 3, 'kamikaze': 2, 'masterGunner': 8, 'sharpShooter': 13}, 'epic': {'stark': 3}}",0.59,T18 HMC,350,44.62,
True,1.7,77,2.3,china,67.21,3.67,3,1165,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch02_Type62.png,305,4,305,4266,7,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch02_Type62.png,1.42,LT,"{'battleHeroes': {'highCaliber': 13, 'topGun': 8, 'confederate': 18, 'tankSniper': 6, 'defender': 7, 'invader': 1, 'scout': 5, 'patrolDuty': 10}, 'main': {'fireForEffect': 184, 'duelist': 22, 'fighter': 24, 'kamikaze': 4, 'spotter': 10, 'reaper': 3, 'masterGunner': 17, 'sharpShooter': 41}, 'epic': {'dumitru': 1, 'orlik': 4, 'pascucci': 4, 'radley': 1}}",0.04,Type 62,1244,38.36,
False,2.47,79,3.5,poland,80,2.2,0,911,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/poland-Pl07_14TP.png,5,4,1937,3769,4,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/poland-Pl07_14TP.png,1.4,LT,"{'battleHeroes': {'confederate': 1}, 'main': {'fireForEffect': 5, 'fighter': 1, 'spotter': 1, 'masterGunner': 8, 'sharpShooter': 11}, 'epic': {}}",0.18,14TP,629,60,
False,1.69,80,3.17,germany,72.53,2.85,3,1264,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G24_VK3002DB.png,91,4,4113,4277,7,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G24_VK3002DB.png,1.67,MT,"{'battleHeroes': {'highCaliber': 10, 'topGun': 2, 'confederate': 9, 'steelWall': 2, 'defender': 2, 'scout': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 48, 'duelist': 8, 'fighter': 11, 'shellproof': 1, 'kamikaze': 1, 'spotter': 3, 'reaper': 3, 'masterGunner': 31, 'sharpShooter': 34}, 'epic': {'billotte': 1, 'naydin': 1, 'pascucci': 1}}",0.23,VK 30.02 D,1729,47.25,
False,1.62,85,2.64,usa,61.89,1.9,3,1019,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A69_T110E5.png,824,4,10785,3469,10,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A69_T110E5.png,1.57,HT,"{'battleHeroes': {'highCaliber': 60, 'topGun': 19, 'confederate': 69, 'tankSniper': 3, 'steelWall': 50, 'defender': 4, 'invader': 5, 'patrolDuty': 3}, 'main': {'fireForEffect': 361, 'duelist': 88, 'fighter': 55, 'shellproof': 78, 'spotter': 6, 'reaper': 3, 'masterGunner': 29, 'sharpShooter': 59}, 'epic': {'billotte': 1, 'pascucci': 4}}",1.14,T110E5,2941,40.66,
False,2.48,55,1.75,ussr,77.27,0.59,0,342,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R10_AT-1.png,22,4,5121,1338,2,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R10_AT-1.png,1.27,TD,"{'battleHeroes': {'topGun': 1}, 'main': {'masterGunner': 10, 'sharpShooter': 10}, 'epic': {}}",0,AT-1,254,27.27,
True,2.6,58,3.78,ussr,60,4.67,0,730,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R105_BT_7A.png,15,4,60929,2756,3,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R105_BT_7A.png,2.27,LT,"{'battleHeroes': {'highCaliber': 2, 'topGun': 1, 'confederate': 1, 'scout': 2}, 'main': {'fireForEffect': 13, 'fighter': 2, 'masterGunner': 6}, 'epic': {}}",0.14,BT-7 art.,502,40,
True,2.16,74,3.31,france,59.52,2.8,3,1216,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F113_Bretagne_Panther.png,84,4,60737,4814,6,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F113_Bretagne_Panther.png,2.32,MT,"{'battleHeroes': {'highCaliber': 20, 'topGun': 5, 'confederate': 8, 'steelWall': 2, 'defender': 1, 'scout': 1, 'patrolDuty': 2}, 'main': {'fireForEffect': 68, 'duelist': 21, 'fighter': 17, 'kamikaze': 1, 'spotter': 1, 'reaper': 3, 'masterGunner': 19, 'sharpShooter': 34}, 'epic': {'delanglade': 1, 'lehvaslaiho': 11, 'oskin': 2, 'pascucci': 1, 'radley': 1}}",0.33,Bret. Panther,1576,29.76,
True,2.66,79,4.57,czech,75.29,1.48,3,1515,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/czech-Cz14_Skoda_T-56.png,170,4,51057,4796,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/czech-Cz14_Skoda_T-56.png,2.18,HT,"{'battleHeroes': {'highCaliber': 43, 'topGun': 8, 'confederate': 5, 'tankSniper': 3, 'steelWall': 8, 'defender': 2}, 'main': {'fireForEffect': 155, 'duelist': 35, 'fighter': 26, 'shellproof': 15, 'kamikaze': 1, 'spotter': 2, 'reaper': 6, 'masterGunner': 21, 'sharpShooter': 30}, 'epic': {'pascucci': 1, 'radley': 2}}",0.7,Škoda T 56,3213,52.35,
False,1.49,78,2.05,uk,60.71,1.18,0,494,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB07_Matilda.png,28,4,849,1471,4,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB07_Matilda.png,1.39,MT,"{'battleHeroes': {'topGun': 1, 'steelWall': 2}, 'main': {'fireForEffect': 2, 'fighter': 1, 'reaper': 3, 'masterGunner': 14, 'sharpShooter': 21}, 'epic': {}}",0.88,Matilda,435,32.14,
False,1.9,70,1.89,france,60,0.98,0,457,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F32_Somua_Sau_40.png,65,4,9793,1389,4,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F32_Somua_Sau_40.png,1.31,TD,"{'battleHeroes': {'highCaliber': 1}, 'main': {'fireForEffect': 20, 'fighter': 1, 'reaper': 4, 'masterGunner': 15, 'sharpShooter': 23}, 'epic': {}}",0.07,SAu 40,414,30.77,
False,2.88,69,3.03,ussr,66.13,0.56,3,991,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R47_ISU-152.png,248,4,7425,3017,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R47_ISU-152.png,1.65,TD,"{'battleHeroes': {'highCaliber': 27, 'topGun': 1, 'confederate': 1, 'tankSniper': 5, 'defender': 1, 'invader': 1}, 'main': {'fireForEffect': 192, 'duelist': 13, 'fighter': 28, 'shellproof': 2, 'spotter': 2, 'reaper': 5, 'masterGunner': 13, 'sharpShooter': 24}, 'epic': {}}",0.14,ISU-152,2218,45.56,
True,2.22,75,2.75,usa,70,3.85,3,1202,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A134_M24E2_SuperChaffee.png,60,4,50977,5896,6,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A134_M24E2_SuperChaffee.png,1.65,LT,"{'battleHeroes': {'highCaliber': 4, 'confederate': 5, 'tankSniper': 3, 'defender': 2, 'scout': 1, 'patrolDuty': 5}, 'main': {'fireForEffect': 49, 'duelist': 9, 'fighter': 9, 'spotter': 3, 'reaper': 3, 'masterGunner': 18, 'sharpShooter': 45}, 'epic': {'orlik': 4, 'pascucci': 1}}",0.01,Super Chaffee,1247,40,
