isPrem,tank_id,avg_ammo_cost,tier,avg_earnings,image,name,class,avg_consumables_cost,nation,cost_per_shot,avg_repair_cost,earnings_per_minute,profit_per_minute,battles,avg_profit
False,18753,9199,9,40971,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F100_Panhard_EBR_90.png,EBR 90,LT,11511,France,1296,11388,9428,2041,14226,8871
False,7217,15524,5,29101,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch33_60G_FT.png,60G FT,TD,2257,China,1340,2449,5678,1730,1209,8869
False,12545,16208,7,38510,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R59_A44.png,A-44,MT,6210,USSR,1940,7234,7647,1759,1197,8857
False,4481,20038,9,47411,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S10_Strv_103_0_Series.png,Strv 103-0,TD,7274,Sweden,1997,11257,7556,1409,14438,8841
False,13121,8704,3,19439,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F44_Somua_S35.png,Somua S35,MT,1194,France,463,739,4425,2003,899,8800
False,2321,21038,6,40639,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G15_VK3601H.png,VK 36.01 H,HT,5748,Germany,1899,5057,8352,1807,11181,8794
False,3729,17382,5,34343,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl17_DS_PZlnz.png,DS PZInż,MT,5938,Poland,1525,2257,7340,1873,2049,8765
False,6945,14812,5,29306,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A30_M10_Wolverine.png,Wolverine,TD,3732,USA,986,2029,5690,1695,10309,8732
False,2961,24173,8,50179,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl13_53TP_Markowskiego.png,53TP,HT,6728,Poland,2835,10596,10076,1743,13539,8680
False,19473,29265,10,73081,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G134_PzKpfw_VII.png,Pz.Kpfw. VII,HT,10135,Germany,3294,25064,13082,1542,10944,8616
False,2049,12232,5,30705,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R12_A-20.png,A-20,LT,7674,USSR,722,2191,7381,2069,1893,8607
False,929,5743,3,16419,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It03_M15_42.png,M15/42,MT,1262,Italy,280,881,3708,1927,958,8533
False,8241,28600,9,60172,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch37_WZ111G_FT.png,WZ-111G FT,TD,9638,China,3924,13426,9688,1369,6101,8506
False,20513,15765,6,32687,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A142_Pawlack_Tank.png,Pawlack Tank,HT,3772,USA,1665,4652,7360,1913,5935,8497
False,19745,11833,7,32498,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A112_T71E2R.png,T71 CMCD,LT,5742,USA,1446,6447,7834,2043,1746,8475
False,5153,8606,4,22157,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A22_M5_Stuart.png,M5 Stuart,LT,3318,USA,392,1761,4613,1763,1244,8472
False,4369,14758,4,28305,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G10_PzIII_AusfJ.png,Pz. III J,MT,3592,Germany,847,1491,6635,1983,3539,8462
False,6721,21973,5,39979,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F05_BDR_G1B.png,BDR G1 B,HT,6633,France,2435,2933,7866,1660,2545,8438
False,9249,16162,7,33598,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A64_T25_AT.png,T25 AT,TD,4009,USA,1921,4987,6043,1517,14379,8438
True,43329,6203,2,17231,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F111_AM39_Gendron_Somua.png,AM Gendron,LT,2400,France,318,231,4368,2128,196,8395
False,1697,16523,6,34397,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It10_P43_bis.png,P.43 bis,MT,4832,Italy,1816,4672,7029,1710,6239,8369
False,8705,19319,10,52424,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R52_Object_261.png,Obj. 261,SPG,8771,USSR,1997,15967,7940,1267,28923,8366
False,529,21750,7,46399,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G04_PzVI_Tiger_I.png,Tiger I,HT,6738,Germany,2224,9548,9240,1665,12558,8361
False,1649,13622,7,34893,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz05_T34_100.png,T-34/100,MT,5869,Czech,1575,7065,7070,1689,5626,8336
True,57681,16756,6,35008,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB96_Excalibur.png,Excalibur,TD,5167,UK,1147,4770,6691,1589,5160,8313
False,1921,18613,8,43014,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S18_EMIL_1951_E1.png,Emil I,HT,6330,Sweden,2202,9775,8588,1656,5091,8295
False,3857,15465,7,33104,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G18_JagdPanther.png,JPanther,TD,4258,Germany,1902,5113,6224,1554,5872,8266
False,8017,6108,4,17021,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB42_Valentine_AT.png,Valentine AT,TD,1480,UK,427,1168,3278,1591,1302,8263
False,7201,15482,6,32092,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A31_M36_Slagger.png,Jackson,TD,4470,USA,1593,3948,5989,1528,14611,8190
True,52497,12797,2,22792,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G33_H39_captured.png,Pz. 38H,LT,1531,Germany,535,283,5309,1905,1816,8179
False,129,3745,1,11893,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S05_Strv_M21_29.png,Strv fm/21,LT,0,Sweden,169,0,2387,1635,516,8148
False,6673,9433,3,19173,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G20_Marder_II.png,Marder II,TD,916,Germany,840,694,4106,1741,909,8129
False,2593,21316,9,52416,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A14_T30.png,T30,TD,9483,USA,3386,13512,9311,1439,26939,8104
False,18689,17606,6,36395,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R13_KV-1s.png,KV-1S,HT,5703,USSR,1482,4993,7858,1747,5960,8092
False,4113,17323,7,37130,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G24_VK3002DB.png,VK 30.02 D,MT,5256,Germany,1506,6524,7277,1572,6889,8025
False,6433,2469,3,13444,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A109_T56_GMC.png,T56 GMC,TD,2164,USA,207,804,2923,1740,158,8006
False,58705,13356,9,43585,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB103_GSOR3301_AVR_FS.png,GSOR,LT,10400,UK,2045,11822,8615,1582,5669,8006
False,21505,21124,9,51776,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R96_Object_430.png,Obj. 430,MT,7264,USSR,2224,15467,9564,1463,9235,7920
False,6401,5999,4,16272,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R24_SU-76.png,SU-76M,TD,1210,USSR,471,1233,3363,1618,1296,7829
False,22785,19242,8,43176,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R170_IS_2_II.png,IS-2-II,HT,5219,USSR,2019,10891,9006,1631,4912,7822
False,7985,16722,8,39417,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch36_WZ111_1G_FT.png,WZ-111-1 FT,TD,5685,China,2361,9197,6673,1322,3354,7811
False,10049,14348,5,27682,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F33_S_35CA.png,S35 CA,TD,3682,France,1376,1854,4739,1334,1174,7796
False,6161,15462,4,29286,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G25_PzII_Luchs.png,Luchs,LT,4444,Germany,398,1600,6342,1684,5959,7779
True,47121,31846,9,67382,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G144_Kpz_50t.png,Kpz 50 t,MT,12758,Germany,2364,15120,11835,1344,9192,7656
False,16641,11964,6,30752,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R101_MT25.png,MT-25,LT,7161,USSR,1122,4029,7185,1775,3686,7597
False,15649,16284,7,36904,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A103_T71E1.png,T71 DA,LT,6887,USA,1453,6199,8035,1640,5365,7533
False,5697,19731,9,49378,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F75_Char_de_25t.png,B-C 25 t AP,MT,8212,France,2163,13926,10174,1547,7011,7508
False,9793,6797,4,16804,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F32_Somua_Sau_40.png,SAu 40,TD,1143,France,881,1407,3385,1502,740,7456
False,1297,16247,7,36480,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G03_PzV_Panther.png,Panther,MT,5528,Germany,1088,7256,7274,1485,8149,7448
False,20049,18040,5,33573,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB124_AEC_Armoured_Car.png,AEC,MT,5941,UK,1015,2162,7254,1605,5361,7429
False,17473,9037,8,33206,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F87_Batignolles-Chatillon_12t.png,B-C 12 t,LT,8158,France,1226,8637,7958,1767,16157,7372
False,18497,8295,8,31984,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F110_Lynx_6x6.png,Lynx 6x6,LT,8527,France,1335,7809,8350,1919,15717,7352
False,5201,4549,1,11892,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB03_Cruiser_Mk_I.png,Cruiser I,LT,0,UK,266,0,2827,1746,306,7343
True,50977,12323,6,30163,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A134_M24E2_SuperChaffee.png,Super Chaffee,LT,6590,USA,1292,3907,7177,1746,8038,7341
False,2881,7051,4,17594,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F14_AMX40.png,AMX 40,LT,2181,France,677,1027,3857,1607,951,7333
False,17937,7755,4,18082,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G101_StuG_III.png,StuG III B,TD,1801,Germany,751,1220,3725,1505,1998,7304
False,1441,15821,5,29519,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It11_P43.png,P.43,MT,4278,Italy,1197,2116,6162,1524,2489,7302
False,4657,20788,5,33766,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch21_T34.png,Type T-34,MT,3500,China,1192,2302,7435,1580,3225,7175
False,20561,17905,7,38397,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB126_FSV_Scheme_A.png,FSV Sch. A,MT,6945,UK,1376,6437,7330,1357,13954,7109
False,1889,14838,6,29895,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J10_Chi_To.png,Chi-To,MT,2930,Japan,1113,5025,6143,1459,1914,7100
False,8737,20879,9,49784,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A40_T95.png,T95,TD,8100,USA,3232,13718,8397,1195,36553,7086
False,19729,22351,8,47304,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G115_Typ_205B.png,VK 100.01 P,HT,6006,Germany,2834,11889,8965,1337,12373,7056
False,3121,18453,4,31027,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch09_M5.png,M5A1 Stuart,LT,3740,China,944,1808,6459,1462,4916,7025
False,14097,19650,6,36791,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G87_VK3002DB_V1.png,VK 30.01 D,MT,5172,Germany,1416,4942,7503,1432,2397,7025
True,25617,14986,6,33581,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/germany-G158_VK2801_105_SPXXI.png,VK 28.01 105,LT,7947,Germany,2218,3642,8254,1721,20640,7004
False,5457,15550,7,34533,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB22_Comet.png,Comet,MT,5604,UK,1085,6375,7117,1443,4733,7003
False,3665,14238,6,28335,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB19_Sherman_Firefly.png,Firefly,MT,2637,UK,1187,4524,5598,1370,788,6935
False,18433,8039,8,32647,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R107_LTB.png,LTTB,LT,8477,USSR,1183,9195,7751,1646,4994,6934
False,10241,17293,7,33333,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R74_SU100M1.png,SU-100M1,TD,3737,USSR,1835,5459,6468,1327,4643,6843
False,4881,13076,3,22215,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G102_Pz_III.png,Pz. III E,LT,1483,Germany,614,817,5935,1826,2744,6837
False,5377,21492,8,45977,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R19_IS-3.png,IS-3,HT,6879,USSR,2831,10786,9155,1357,19109,6819
False,5713,24286,9,54883,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB24_Centurion_Mk3.png,Centurion 7/1,MT,9505,UK,2267,14428,10157,1233,18045,6662
False,5505,27336,10,67159,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S28_UDES_15_16.png,UDES 15/16,MT,11193,Sweden,2412,21980,12201,1208,34265,6649
False,20737,27506,9,57849,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R153_Object_705.png,Obj. 705,HT,6756,USSR,3054,16948,10544,1209,5144,6637
True,50689,28598,10,64779,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R126_Object_730_5.png,Obj. 268 5,TD,10703,USSR,3826,18849,10292,1053,2379,6628
False,2721,17153,10,54506,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It08_Progetto_M40_mod_65.png,Progetto 65,MT,9328,Italy,1578,21428,10118,1224,13885,6597
False,2161,23122,9,52066,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz02_TVP_T50.png,Škoda T 50,MT,8144,Czech,1999,14212,9660,1221,22800,6586
False,9041,15610,4,26212,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB57_Alecto.png,Alecto,TD,2763,UK,817,1312,4754,1183,908,6526
False,15137,18211,6,36234,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A71_T21.png,T21,LT,7676,USA,1492,3842,7754,1392,2496,6504
True,25873,19180,9,44164,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G159_KPZ_3_Project_07_HK.png,KPz 3 Pr.07HK,TD,6516,Germany,1944,12010,7149,1045,8481,6457
False,545,5626,1,12048,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A01_T1_Cunningham.png,T1,LT,0,USA,251,0,3051,1626,293,6421
False,7505,17797,4,28434,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB59_Cruiser_Mk_IV.png,Cruiser IV,LT,2569,UK,678,1688,6805,1526,3395,6378
False,369,8812,2,17688,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz03_LT_vz35.png,LT vz. 35,LT,2017,Czech,412,519,3959,1418,280,6339
False,8193,18555,9,42340,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R53_Object_704.png,Obj. 704,TD,6558,USSR,2992,10900,6813,1017,6799,6326
False,1073,17903,7,37252,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch04_T34_1.png,T-34-1,MT,5729,China,1867,7301,7052,1196,2194,6318
False,4401,9203,3,17573,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch08_Type97_Chi_Ha.png,Chi-Ha,LT,1398,China,528,695,4066,1452,459,6276
True,60689,17087,5,29009,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G104_Stug_IV.png,StuG IV,TD,3424,Germany,1217,2246,5691,1226,2462,6250
False,4513,16193,7,35040,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It26_CC_56.png,SMV CC-56,TD,4651,Italy,1954,7948,6533,1164,24742,6247
False,3489,23188,9,50488,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It19_Progetto_C50_mod_66.png,Progetto 66,HT,5531,Italy,2459,15545,9568,1179,7982,6223
False,3329,5251,1,11433,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R11_MS-1.png,MS-1,LT,0,USSR,331,0,2451,1325,422,6181
False,2129,14433,6,31465,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB20_Crusader.png,Crusader,LT,7013,UK,1005,3848,7242,1420,2720,6169
False,14673,18573,8,38695,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB80_Charioteer.png,Charioteer,TD,5965,UK,2116,7988,6876,1096,15833,6168
False,1393,17474,6,32627,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz08_T_25.png,Škoda T 25,MT,4321,Czech,1237,4728,7032,1315,12972,6103
False,11777,22675,5,36471,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R80_KV1.png,KV-1,HT,4492,USSR,1740,3239,7567,1258,11463,6063
True,43841,7321,2,15303,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F42_AMR_35.png,AMR 35,LT,1561,France,309,358,3976,1574,155,6061
False,7425,15435,8,37379,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R47_ISU-152.png,ISU-152,TD,6440,USSR,2835,9454,6406,1036,9792,6048
False,8481,16700,10,49842,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A38_T92.png,T92 HMC,SPG,9574,USA,2533,17574,7612,915,13475,5992
False,14865,24903,9,54025,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G91_Pro_Ag_A.png,Leopard PT A,MT,9509,Germany,2592,13625,9349,1035,45704,5986
False,3601,6143,2,14497,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G21_PanzerJager_I.png,Pz.Jäg. I,TD,2151,Germany,321,243,3157,1297,359,5958
False,12097,19383,8,40431,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F36_AMX_AC_Mle1948.png,AMX AC 48,TD,6195,France,2378,8956,7568,1103,3716,5896
False,11585,17908,6,32187,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F34_ARL_V39.png,ARL V39,TD,4781,France,2092,3641,5875,1068,2363,5855
False,6177,5123,2,13577,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A46_T3.png,T3 HMC,TD,2129,USA,337,550,3758,1598,204,5773
False,3105,15825,4,25790,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A04_M3_Grant.png,M3 Lee,MT,2512,USA,1184,1680,5572,1247,122,5772
False,16673,13931,6,31582,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A94_T37.png,T37,LT,7971,USA,1299,3947,7119,1291,2760,5731
False,9265,27651,9,59263,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch49_BZ_68.png,BZ-68,HT,9787,China,3453,16132,11381,1093,11618,5692
False,3873,26859,7,45421,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A11_T29.png,T29,HT,6230,USA,2865,6659,8957,1118,14555,5671
False,9761,19723,5,37755,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A34_M24_Chaffee.png,Chaffee,LT,10383,USA,1729,2010,8019,1197,2571,5639
False,3649,19208,10,60619,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F18_Bat_Chatillon25t.png,B-C 25 t,MT,14377,France,1967,21399,11889,1104,17320,5633
False,2865,23736,8,45601,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch11_110.png,110,HT,5350,China,2560,10886,9599,1184,1262,5627
False,19009,10644,10,49976,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F108_Panhard_EBR_105.png,EBR 105,LT,18275,France,1673,15467,10922,1221,71999,5589
False,3985,16155,6,32415,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl18_BUGI.png,B.U.G.I.,MT,5934,Poland,1985,4740,6981,1202,4900,5585
False,21249,20164,9,48061,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R93_Object263.png,Obj. 263,TD,7255,USSR,2628,15059,8715,1012,6195,5582
False,11521,27273,9,56411,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R81_IS8.png,T-10,HT,7670,USSR,3134,15901,10984,1083,14008,5565
False,3201,10563,4,18964,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S19_Sav_M43.png,Sav m/43,TD,1580,Sweden,1346,1265,3677,1077,1210,5555
False,625,6045,3,14022,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz10_LT_vz38.png,LT vz. 38,LT,1706,Czech,340,717,3687,1460,494,5552
False,2353,8540,2,16069,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch07_Vickers_MkE_Type_BT26.png,VAE Type B,LT,1637,China,441,367,4179,1436,255,5524
False,1425,7345,2,16093,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl09_7TP.png,7TP,LT,2590,Poland,437,634,4223,1449,282,5523
False,8961,20622,7,36147,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R46_KV-13.png,KV-13,MT,3385,USSR,1840,6664,7152,1083,501,5474
False,1537,22154,4,31679,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R06_T-28.png,T-28,MT,2892,USSR,1131,1223,6712,1146,5391,5410
False,15105,8675,3,16337,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R43_T-70.png,T-70,LT,1378,USSR,457,879,3811,1260,230,5404
False,5137,25687,8,49981,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G16_PzVIB_Tiger_II.png,Tiger II,HT,7168,Germany,2826,11725,9897,1069,17308,5400
False,3217,29070,9,59699,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl05_50TP_Tyszkiewicza.png,50TP,HT,8489,Poland,3486,16768,10963,986,14514,5371
False,3153,24051,7,42854,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB10_Black_Prince.png,Black Prince,HT,4479,UK,1522,9005,8397,1041,7587,5317
False,11281,16106,4,24173,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G39_Marder_III.png,Marder 38T,TD,1634,Germany,1142,1147,4322,945,2358,5284
True,57425,24575,8,52458,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB97_Chimera.png,Chimera,MT,11650,UK,2862,10964,9722,976,3024,5267
False,3425,25134,9,53590,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J14_Type_61.png,Type 61,MT,8216,Japan,2171,14991,9683,948,6328,5248
False,5393,21998,5,35264,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G26_VK1602.png,Leopard,LT,5862,Germany,472,2162,7973,1185,6736,5241
False,6753,28717,9,57493,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/japan-J34_Ho_Ri_1.png,Ho-Ri 1,TD,9136,Japan,3651,14476,9664,867,16192,5163
False,2305,19305,7,34659,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R18_SU-152.png,SU-152,TD,5691,USSR,3678,4524,6310,935,6474,5137
False,11041,16508,7,30854,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A72_T25_2.png,T25/2,TD,4060,USA,1816,5150,5600,932,5490,5135
False,16657,17735,8,38794,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G99_RhB_Waffentrager.png,Rhm.-B. WT,TD,8339,Germany,2740,7724,6474,833,25665,4994
False,22529,33001,9,61762,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R171_IS_3_II.png,IS-3-II,HT,8371,USSR,2967,15408,11569,932,7557,4980
False,4961,17186,8,39155,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J27_O_I_120.png,O-Ho,HT,4948,Japan,2233,12057,8555,1084,1189,4963
False,385,8659,2,16282,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S03_Strv_M38.png,Strv m/38,LT,2143,Sweden,298,540,4330,1313,387,4938
False,17217,12087,10,48405,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F88_AMX_13_105.png,AMX 13 105,LT,13691,France,1695,17769,10290,1032,15185,4856
True,10289,26553,9,55623,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch59_BZ58_2.png,BZ-58-2,HT,6174,China,3312,18076,10195,883,6271,4818
False,1,22656,5,34507,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R04_T-34.png,T-34,MT,4793,USSR,1242,2258,7295,1014,6497,4799
